QGC WPL 110
0	1	0	16	0	0	0	0	35.6846809387	139.759841919	69.5800018311	1
1	0	3	22	0.0	0.0	0.0	0.0	0.0	0.0	30.0	1
2	0	3	16	0.0	0.0	0.0	0.0	35.6840705872	139.755233765	30.0	1
3	0	3	16	0.0	0.0	0.0	0.0	35.686126709	139.755371094	30.0	1
4	0	3	16	0.0	0.0	0.0	0.0	35.6863021851	139.756668091	30.0	1
5	0	3	16	0.0	0.0	0.0	0.0	35.6855354309	139.757034302	30.0	1
6	0	3	16	0.0	0.0	0.0	0.0	35.6845932007	139.756484985	30.0	1
7	0	3	16	0.0	0.0	0.0	0.0	35.6840362549	139.755752563	30.0	1
8	0	3	16	0.0	0.0	0.0	0.0	35.6863021851	139.758453369	30.0	1
9	0	3	16	0.0	0.0	0.0	0.0	35.6864051819	139.761245728	30.0	1
10	0	3	16	0.0	0.0	0.0	0.0	35.6862335205	139.759780884	30.0	1
11	0	3	16	0.0	0.0	0.0	0.0	35.685295105	139.759780884	30.0	1
12	0	3	16	0.0	0.0	0.0	0.0	35.6839675903	139.759918213	30.0	1
13	0	3	16	0.0	0.0	0.0	0.0	35.6839332581	139.758712769	30.0	1
14	0	3	16	0.0	0.0	0.0	0.0	35.6847686768	139.758102417	30.0	1
15	0	0	20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
